"ï..Label","device_id","timestamp","packet_length","Header_length","TSFT","Flags","Rate","Channel","dBm_Antenna_Noise","RX_flags","CFP","Preamble","WEP","Fragmentation","FCS_at_end","DataPad","Bad_FCS","Short_GI","Data_Rate_MBS","Channel_frequency","CCK","OFDM","Antenna_signal","Bad_PLCP","PHY_type","Short_preamble","WLAN_RADIO_Data_rate_MBS","WLAN_RADIO_Channel","WLAN_RADIO_Frequency_MHZ","Signal_strength_dBM","WLAN_Duration_microseconds","WLAN_RADIO_Duration_microseconds","WLAN_RADIO_Preamble","WLAN_Version","WLAN_Retry","PWR_MGT","Destination_address","BSS_Id","Sequence_number","Tagged_parameters_bytes","SSID","Supported_Rates","MAC_timestamp","TSF_timestamp"
NA,1,1406447205,62,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-35,0,"802.11b",0,2,1,2412,-35,0,"368","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",354,20,"SSID_004405",1,0,0
NA,1,1406447209,62,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-51,0,"802.11b",0,2,1,2412,-51,0,"368","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",392,20,"SSID_004405",1,0,0
NA,1,1406447209,62,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-51,0,"802.11b",0,2,1,2412,-51,0,"368","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",394,20,"SSID_004405",1,0,0
NA,1,1406447209,62,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-49,0,"802.11b",0,2,1,2412,-49,0,"368","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",396,20,"SSID_004405",1,0,0
NA,1,1406447406,62,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-69,0,"802.11b",0,2,1,2412,-69,0,"368","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",9,20,"SSID_004405",1,0,0
NA,1,1406447409,51,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-67,0,"802.11b",0,2,1,2412,-67,0,"324","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",50,9," ",1,0,0
NA,1,1406447440,62,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-69,0,"802.11b",0,2,1,2412,-69,0,"368","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",135,20,"SSID_004405",1,0,0
NA,1,1406447440,62,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-67,0,"802.11b",0,2,1,2412,-67,0,"368","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",136,20,"SSID_004405",1,0,0
NA,1,1406447440,62,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-67,0,"802.11b",0,2,1,2412,-67,0,"368","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",137,20,"SSID_004405",1,0,0
NA,1,1406447446,62,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-79,0,"802.11b",0,2,1,2412,-79,0,"368","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",191,20,"SSID_004405",1,0,0
NA,1,1406447446,62,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-77,0,"802.11b",0,2,1,2412,-77,0,"368","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",192,20,"SSID_004405",1,0,0
NA,1,1406447446,62,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-79,0,"802.11b",0,2,1,2412,-79,0,"368","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",193,20,"SSID_004405",1,0,0
NA,1,1406447484,62,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,2,2412,1,0,-59,0,"802.11b",0,2,1,2412,-59,0,"368","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",248,20,"SSID_004405",1,0,0
NA,10,1481330110,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",44,46," ",1,0,0
NA,10,1481330176,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",59,46," ",1,0,0
NA,10,1481330242,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",73,46," ",1,0,0
NA,10,1481330308,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",89,46," ",1,0,0
NA,10,1481330506,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",136,46," ",1,0,0
NA,10,1481330573,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",151,46," ",1,0,0
NA,10,1481330705,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",182,46," ",1,0,0
NA,10,1481330771,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",197,46," ",1,0,0
NA,10,1481330837,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",213,46," ",1,0,0
NA,10,1481330903,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",228,46," ",1,0,0
NA,10,1481330969,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",243,46," ",1,0,0
NA,10,1481331233,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",304,46," ",1,0,0
NA,10,1481331365,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",335,46," ",1,0,0
NA,10,1481331431,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",351,46," ",1,0,0
NA,10,1481331563,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",382,46," ",1,0,0
NA,10,1481331629,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",398,46," ",1,0,0
NA,10,1481331695,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",413,46," ",1,0,0
NA,10,1481331761,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",428,46," ",1,0,0
NA,10,1481331827,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",444,46," ",1,0,0
NA,10,1481331893,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",459,46," ",1,0,0
NA,10,1481332092,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",505,46," ",1,0,0
NA,10,1481332224,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",535,46," ",1,0,0
NA,10,1481332356,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",566,46," ",1,0,0
NA,10,1481332752,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",659,46," ",1,0,0
NA,10,1481332818,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",675,46," ",1,0,0
NA,10,1481332884,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",690,46," ",1,0,0
NA,10,1481333016,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",721,46," ",1,0,0
NA,10,1481333412,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",812,46," ",1,0,0
NA,10,1481333676,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",875,46," ",1,0,0
NA,10,1481333875,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",921,46," ",1,0,0
NA,10,1481333941,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-85,0,"802.11b",0,1,1,2412,-85,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",936,46," ",1,0,0
NA,10,1481334073,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",967,46," ",1,0,0
NA,100,1494819500,193,38,0,0,0,0,0,0,0,"Long",0,0,"1",0,0,0,0,2412,1,0,-76,0,"802.11b",0,1,1,2412,-76,0,"1432","192",0,0,0,"00:00:00:00:00:00","00:00:00:00:00:00",0,127," ",2,824291256,824291256
NA,1000,1495732958,60,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,1,2412,1,0,-59,0,"802.11b",0,1,1,2412,-59,0,"528","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",1,18," ",1,0,0
NA,1000,1495732958,60,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,1,2412,1,0,-59,0,"802.11b",0,1,1,2412,-59,0,"528","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",2,18," ",1,0,0
NA,1000,1495733329,60,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,1,2412,1,0,-67,0,"802.11b",0,1,1,2412,-67,0,"528","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",1,18," ",1,0,0
NA,1000,1495733329,60,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,1,2412,1,0,-67,0,"802.11b",0,1,1,2412,-67,0,"528","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",2,18," ",1,0,0
NA,101,1522001540,178,38,0,0,0,0,0,0,0,"Long",0,0,"1",0,0,0,0,2412,1,0,-76,0,"802.11b",0,1,1,2412,-76,0,"1312","192",0,0,0,"00:00:00:00:00:00","00:00:00:00:00:00",0,112," ",2,824291256,824291256
NA,101,1522001545,178,38,0,0,0,0,0,0,0,"Long",0,0,"1",0,0,0,0,2412,1,0,-76,0,"802.11b",0,1,1,2412,-76,0,"1312","192",0,0,0,"00:00:00:00:00:00","00:00:00:00:00:00",0,112," ",2,824291256,824291256
NA,102,1414768364,130,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",19,81," ",3,477445662,477445662
NA,102,1414768364,130,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,11,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",22,81," ",3,477514792,477514792
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",359,92,"SSID_004927",3,480453911,480453911
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",360,92,"SSID_019043",3,480455041,480455041
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",363,92,"SSID_021003",3,480458528,480458528
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",364,92,"SSID_137057",3,480459659,480459659
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",365,92,"SSID_019252",3,480460789,480460789
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",366,92,"SSID_018925",3,480461952,480461952
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",368,92,"SSID_074875",3,480464308,480464308
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",369,92,"SSID_118252",3,480465511,480465511
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",370,92,"SSID_063214",3,480466641,480466641
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",372,92,"SSID_073236",3,480468958,480468958
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",373,92,"SSID_084841",3,480470144,480470144
NA,102,1414768367,130,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",374,81," ",3,480471274,480471274
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,10,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",381,92,"SSID_019252",3,480481168,480481168
NA,102,1414768367,141,25,1,0,1,1,1,0,999," ",999,999,"miss",999,999,999,0,2467,0,0,-1,999,"802.11",999,8,11,2467,-1,0,"miss","miss",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",395,92,"SSID_021003",3,480500795,480500795
